Site_ID,campsite,dist,canopy,reps,basal_class,basal_percent,litter,temp,pH,GWC,BG_25,CB_25,NAG_25,PHOS_25,XYL_25,AG_25,LAP_25,BG_35,CB_35,NAG_35,PHOS_35,XYL_35,AG_35,LAP_35,TOC,EC,micC,soil_C,DOC,EN,micN,soil_N,TDN,SAC,SAN,C_N
413-06 Ca1A,413,Ca,1,A,1,1,0.00001,28,6.63,0.027,12.02200484,NA,NA,44.43926298,NA,NA,22.04455363,47.2485084,NA,3.432805422,163.1768422,NA,NA,63.3813225,0.075,807.5,119629.6296,1.751,0.026265,NA,NA,0.3721,0.0055815,0.000247725,0.000371391,4.705724268
413-06 Ca1B,413,Ca,1,B,1,2,11.6,28.4,6.94,0.021,4.191050644,0.768773269,1.007898677,9.822781047,1.681345855,1.386372898,8.360567709,6.948003815,1.56581478,7.551307698,18.9934931,1.823916117,1.725591798,18.91969204,0.085,5814.5,861407.4074,3.359,0.050385,463.6,57234.5679,0.7742,0.011613,1.17E-05,2.08E-05,4.338672178
413-06 Ca1C,413,Ca,1,C,1,3,7.3,32.1,7.33,0.028,21.82029047,0.392946503,5.229896535,48.71649006,1.576333328,0.036781536,28.74241992,54.93485325,2.673577604,15.05003287,131.0100297,4.705532945,3.109499296,72.91711532,0.079,NA,NA,11.677,0.175155,278.2,34345.67901,0.4866,0.007299,NA,NA,23.99712289
413-06 Ca1D,413,Ca,1,D,1,2,0.00001,34,7.27,0.038,5.406808818,0.640708132,2.73816698,10.55681938,0.378525776,0.640708132,10.05798657,10.43546198,1.690764074,8.157928855,24.53615112,1.578400207,1.303732977,21.10209239,0.118,NA,NA,4.0324,0.060486,NA,NA,0.5794,0.008691,NA,NA,6.959613393
413-06 Ca2A,413,Ca,2,A,1,1,0.00001,39.5,6.54,0.032,5.257292498,1.328930481,2.485478708,39.29828274,1.50305786,1.270888021,11.75561679,14.76325378,0.840372166,6.608211301,88.76655744,1.715185813,0.988645665,26.77513164,0.073,2669.1,395422.2222,2.0154,0.030231,125.6,15506.17284,0.2894,0.004341,3.50E-05,6.02E-05,6.96406358
413-06 Ca2B,413,Ca,2,B,1,1,0.00001,40.6,7.15,0.047,2.349417743,0.405870027,3.043139358,7.507087145,0.821219401,1.132891431,5.753435,7.196104835,3.339431192,5.985907243,15.56109698,2.780878458,3.472419938,13.15483489,0.055,3642.1,539570.3704,1.5104,0.022656,447.2,55209.87654,0.2853,0.0042795,1.99E-05,2.59E-05,5.294076411
413-06 Ca2C,413,Ca,2,C,1,1,0.00001,40.6,7.47,0.032,1.810894132,NA,NA,16.26215917,NA,NA,15.8285918,10.69552099,NA,0.125893621,36.80803999,NA,NA,27.07046472,0.052,931.1,137940.7407,1.0254,0.015381,120.8,14913.58025,0.1482,0.002223,4.53E-05,0.000155954,6.91902834
413-06 Ca2D,413,Ca,2,D,1,0,0.00001,41,5.81,0.028,1.382405251,0.659389952,1.314097443,6.189129897,0.649749748,0.72687138,3.288140445,0.162128731,0.77635776,0.281579631,6.463163707,0.095116679,0.33933518,5.601365059,0.061,704.1,104311.1111,1.2364,0.018546,20.4,2518.518519,0.2648,0.003972,2.30E-05,5.03E-05,4.66918429
413-06 Co1A,413,Co,1,A,1,5,6.4,28.2,6.66,0.073,4.404275436,1.157217918,1.699077365,25.55939065,1.881609451,1.101495492,8.618813728,0.197578959,2.090879269,4.372959886,66.35690296,4.681349159,1.165711451,9.232451412,0.091,2913.7,431659.2593,3.058,0.04587,253.6,31308.64198,0.4746,0.007119,1.93E-05,2.77E-05,6.443320691
413-06 Co1B,413,Co,1,B,2,15,2.6,28.5,6.67,0.057,11.91620831,0.316052159,2.990339655,34.82130706,1.253789333,0.237907394,11.09286527,18.45117927,3.216848671,7.723344227,83.51484883,4.369431636,1.918894882,28.25430652,0.078,5410.7,801585.1852,1.773,0.026595,162.9,20111.11111,0.416,0.00624,2.60E-05,3.12E-05,4.262019231
413-06 Co1C,413,Co,1,C,3,27,5.3,28.5,6.64,0.085,5.763669288,0.705674415,0.772773887,28.09396518,1.017249038,0.453046343,10.41947093,27.37339719,2.207894284,13.36849422,73.47441732,1.816607312,0.067324376,25.37065354,0.124,3278.7,485733.3333,2.921,0.043815,265.9,32827.16049,0.5553,0.0083295,4.06E-05,5.14E-05,5.260219701
413-06 Co1D,413,Co,1,D,1,3,6.8,27.1,6.8,0.113,10.29172501,0.744984603,1.337656617,22.12005909,5.615702653,0.326747633,7.755134237,29.50283228,1.324409046,6.082556929,58.85192733,1.532795085,1.162331016,27.25216925,0.089,2005.7,297140.7407,2.391,0.035865,128.1,15814.81481,0.3994,0.005991,8.50E-05,7.14E-05,5.98647972
413-06 Co2A,413,Co,2,A,1,5,0.00001,45.1,5.92,0.023,1.529186944,NA,1.220660972,18.13879028,0.057077305,NA,6.042876008,5.611711578,0.671429276,2.007551081,38.73922555,0.458098904,0.626517619,11.47516643,0.066,297.7,44103.7037,1.867,0.028005,NA,NA,0.1931,0.0028965,0.000101511,0.000235199,9.66856551
413-06 Co2B,413,Co,2,B,1,5,0.00001,47.1,6.53,0.03,1.878365952,NA,1.609483792,18.80748363,0.032041791,0.112706438,6.83666892,1.490110023,1.132725128,2.759202235,50.6699381,1.353461307,1.690374422,3.935178204,0.066,NA,NA,2.8356,0.042534,43.8,5.407407407,0.0961,0.0014415,NA,NA,29.50676379
413-06 Co2C,413,Co,2,C,1,3,0.00001,45,6.98,0.048,1.053508969,NA,0.78192771,20.13858462,NA,NA,7.653722454,4.706931001,NA,1.521767629,24.67841428,0.170130036,0.898838999,30.250342,0.076,NA,NA,2.8106,0.042159,83.1,10259.25926,0.2105,0.0031575,NA,NA,13.352019
413-06 Co2D,413,Co,2,D,2,12,1,42.5,5.76,0.04,3.261924588,0.886578102,2.087587008,33.24323034,1.403679159,0.869897423,7.005820575,7.210089255,1.835270117,4.058029301,74.63196453,3.161755436,1.345307071,16.6459909,0.062,NA,NA,1.7596,0.026394,24.2,2.987654321,0.0919,0.0013785,NA,NA,19.1468988
413-06 Re1A,413,Re,1,A,2,20,3.2,29.5,6.04,0.041,12.94007121,2.809498437,5.499702895,46.79821381,3.361808022,2.36765077,20.47087993,56.83365742,16.89431336,25.27602973,121.7247109,6.865710237,4.790365131,58.77882269,0.128,1988.1,294533.3333,1.8374,0.027561,175.2,21629.62963,0.4323,0.0064845,0.000181411,0.000186779,4.250289151
413-06 Re1B,413,Re,1,B,1,5,4.7,28.5,5.72,0.067,4.300827223,2.033200339,5.665208619,12.34349651,1.310889496,1.467913593,7.956820887,6.422531843,1.036010092,7.176489196,30.13208436,2.207789647,0.244995358,16.31124543,0.107,3328.1,493051.8519,2.7494,0.041241,384.8,47.50617284,0.3357,0.0050355,1.93E-05,3.76E-05,8.19005064
413-06 Re1C,413,Re,1,C,2,15,13.7,34.4,6.33,0.083,7.704633933,3.839520614,5.0498257,49.51005399,1.995935131,2.035700533,15.79844298,29.62028045,6.127948391,13.1415112,128.6325465,5.89890015,2.536721714,43.87323807,0.116,829.1,122829.6296,4.2594,0.063891,104.8,12.9382716,0.7117,0.0106755,0.000243262,0.000316955,5.984825067
413-06 Re1D,413,Re,1,D,1,2,4.7,31.9,7.21,0.064,6.386743016,0.02808613,2.125327349,11.08322468,0.463152128,0.251196898,10.92805436,26.20269874,1.893625469,7.822305319,35.08828909,1.98594888,0.528291863,29.92087364,0.082,1330.1,197051.8519,1.0844,0.016266,166.8,20592.59259,0.2198,0.003297,9.58E-05,0.000128891,4.933575978
413-06 Re2A,413,Re,2,A,3,30,3.6,32,6.72,0.049,2.00730921,0.52305047,2.144148672,18.73444544,0.52305047,0.164796723,8.324069989,17.79653076,0.138489886,4.700409058,56.68146084,0.433307792,NA,29.16804168,0.101,718.7,106474.0741,3.273,0.049095,183.7,22679.01235,0.4615,0.0069225,0.00010137,0.000208204,7.092091008
413-06 Re2B,413,Re,2,B,2,20,5.9,38.2,6.8,0.038,5.011410503,0.352481203,1.772045031,24.93059832,4.786427479,0.133412712,10.11367955,20.57119582,2.668898529,5.415032063,65.42313523,3.876688741,1.906083658,38.95519332,0.094,1836.7,272103.7037,5.825,0.087375,190.3,23493.82716,0.4141,0.0062115,7.22E-05,0.000103372,14.06665057
413-06 Re2C,413,Re,2,C,1,1,2,37.7,5.99,0.017,0.368949338,NA,NA,15.49746772,0.097142621,NA,7.355755145,16.89634912,1.091479747,1.247614799,44.07071645,0.924294666,0.434681212,10.72347084,0.052,1219.7,180696.2963,1.293,0.019395,129.5,15.98765432,0.0461,0.0006915,5.48E-05,5.35E-05,28.04772234
413-06 Re2D,413,Re,2,D,2,15,2.4,41.3,6.52,0.033,4.445232137,9.639643201,2.054401257,20.44121463,1.298992152,0.932969184,8.304250309,7.437237196,1.918747898,4.570937106,64.81148584,1.1242595,1.357932558,38.20739171,0.1,2399.7,355511.1111,3.187,0.047805,216.2,26691.35802,0.495,0.007425,3.96E-05,7.47E-05,6.438383838
417-04 Ca1A,4174,Ca,1,A,3,30,0.00001,25,7.58,0.143,13.55157624,3.015221272,0.08369354,31.09602773,1.575297753,1.732894955,43.67969016,46.37742185,6.832217473,5.693189901,79.00336104,7.846868471,0.11588248,85.79274603,0.142,662.9,98207.40741,3.1208,0.046812,97.2,12,0.3999,0.0059985,0.000412634,0.00068859,7.803950988
417-04 Ca1B,4174,Ca,1,B,2,25,1.5,26,7.6,0.065,12.86744926,1.011244865,0.622357847,16.00055086,1.716689283,0.338160283,29.79604321,48.77089766,8.039347893,9.656132155,54.13402459,9.505163794,5.399344385,82.37204069,0.112,1900.9,281614.8148,2.5608,0.038412,265.6,32790.12346,0.3762,0.005643,0.000155617,0.000217401,6.807017544
417-04 Ca1C,4174,Ca,1,C,2,25,0.00001,27.4,7.76,0.099,13.82218352,2.375235211,1.925304113,18.88244755,1.527962365,33.66589789,38.23394632,72.92504752,8.848819948,8.134394629,94.92741646,18.72526726,1.945926665,155.9475289,0.144,4059.9,601466.6667,2.4508,0.036762,451.3,55716.04938,0.4773,0.0071595,0.000127884,0.000169786,5.134716111
417-04 Ca1D,4174,Ca,1,D,2,10,4,26.4,7.88,0.174,17.3970118,2.306493997,2.419065587,21.69843148,4.534226503,0.807514412,54.42565714,76.92227548,19.96590118,15.65161571,130.5131205,24.64503108,5.718725918,204.4418114,0.178,NA,NA,16.4748,0.247122,280.1,34580.24691,0.5645,0.0084675,NA,NA,29.18476528
417-04 Ca2A,4174,Ca,2,A,1,3,0.00001,25.1,5.72,0.069,15.43311432,2.79435607,3.257592833,42.34924443,3.658603762,2.255065511,13.65241594,33.56955767,4.329611684,5.60497103,109.2434711,4.905078706,0.834644218,77.08347843,0.077,NA,NA,1.9738,0.029607,46.6,5.75308642,0.0905,0.0013575,NA,NA,21.80994475
417-04 Ca2B,4174,Ca,2,B,1,2,0.00001,26.2,6.53,0.055,22.98411666,3.275660023,3.225346677,47.61609364,4.864124252,1.802197729,51.93496012,61.54651143,15.18030841,13.10572305,165.205587,18.34678081,3.797925008,186.6755307,0.133,NA,NA,2.4888,0.037332,NA,NA,1.3971,0.0209565,NA,NA,1.781404338
417-04 Ca2C,4174,Ca,2,C,1,3,2,26.6,6.44,0.077,22.71729705,3.999986903,2.634438302,43.07898509,4.328862483,1.383281207,51.2047266,98.12081044,17.738144,25.73456399,136.4156997,21.89575157,9.201681469,162.9561295,0.153,263.9,39096.2963,3.7758,0.056637,NA,NA,1.5151,0.0227265,0.002294154,0.003101699,2.492112732
417-04 Ca2D,4174,Ca,2,D,1,2,0.00001,27.2,7.06,0.028,8.650507262,1.065397208,1.863141541,29.1368433,2.588958107,0.607675049,31.39863812,52.00941962,4.57339351,13.09951665,111.9519549,7.572802493,1.14146787,104.2138822,0.071,NA,NA,1.9708,0.029562,NA,NA,0.4381,0.0065715,NA,NA,4.49851632
417-04 Co1A,4174,Co,1,A,2,10,8.2,33.5,6.21,0.051,15.27700102,2.914234674,24.47516794,56.86024065,4.150511308,1.207635406,24.68258052,42.5026868,11.02515313,36.40102998,116.1287304,15.89909383,9.363582441,73.71841511,0.162,7223.8,240.7933333,4.3793,0.0656895,560.9,69246.91358,0.8948,0.013422,0.212505673,0.330734226,4.894166294
417-04 Co1B,4174,Co,1,B,2,8,3.9,29.5,6.32,0.075,14.35518842,1.763745013,21.80136152,45.5514776,2.264861875,0.26745241,24.44847658,43.87965767,11.99775116,31.66659907,93.23222559,13.02302471,8.511821066,72.6757666,0.16,7043.8,234.7933333,5.2493,0.0787395,737.9,91098.76543,0.8678,0.013017,0.204570336,0.32069097,6.048974418
417-04 Co1C,4174,Co,1,C,2,6,8.6,25.2,7.23,0.064,8.271936965,0.950749189,20.34731287,31.92500516,1.428787389,0.525825034,16.47187704,26.57899452,2.991590214,29.1963175,75.15081147,4.048721157,1.202599388,36.26575377,0.133,4677.1,155.9033333,6.333,0.094995,450,55555.55556,1.0815,0.0162225,0.147524761,0.32802782,5.855755895
417-04 Co1D,4174,Co,1,D,2,10,9.9,34.3,6.58,0.046,12.19791736,0.274891682,25.04960146,42.98760163,4.193117146,2.096467777,21.22292451,39.79628871,5.814624449,31.32194147,101.0456869,7.378399024,2.43424947,48.24551666,0.169,4620.1,154.0033333,5.99,0.08985,681,84074.07407,0.8475,0.0127125,0.240858279,0.408562534,7.067846608
417-04 Co2A,4174,Co,2,A,2,6,1.5,31.5,6.11,0.043,8.871552386,0.450408763,21.79111295,48.19923027,2.445242467,0.870267698,17.23443357,22.35856677,0.21146967,24.48492761,86.34190193,2.346273616,NA,41.94746564,0.108,2757.1,91.90333333,3,0.045,285.9,35296.2963,0.3281,0.0049215,0.204311313,0.573743824,9.143553795
417-04 Co2B,4174,Co,2,B,1,4,2,36.8,6.13,0.042,15.45857903,1.061338094,21.94096812,44.38508513,3.516988543,0.500235168,17.91991455,49.12911238,4.296594856,28.78338873,93.73209618,5.69532863,3.010995037,43.10686325,0.131,4603.1,153.4366667,2.977,0.044655,481.5,59444.44444,0.478,0.00717,0.269391839,0.364160461,6.228033473
417-04 Co2C,4174,Co,2,C,1,3,1.5,35.6,7.07,0.038,17.38001381,6.838603696,27.62673104,38.88031564,9.478560801,6.230799618,20.95321023,27.75162579,2.89395353,23.48722599,85.86981718,7.653167655,3.406761101,46.62814706,0.147,935.1,31.17,4.654,0.06981,244.6,30197.53086,0.5909,0.0088635,1.309488066,1.903999267,7.876121171
417-04 Co2D,4174,Co,2,D,1,5,1.6,25.9,6.45,0.061,11.4361182,1.568598027,19.63352718,40.49848463,3.731110114,1.189537001,14.79110428,31.10751344,4.507297343,23.16256441,86.25687236,6.824939934,2.575928517,42.88272091,0.091,NA,NA,3.702,0.05553,54.6,6740.740741,0.4658,0.006987,NA,NA,7.947617003
417-04 Re1A,4174,Re,1,A,2,10,3.2,27.2,7.4,0.069,8.638139956,1.099435624,1.665642712,21.41525316,2.017699922,0.978966031,42.04068054,30.44792034,8.223741463,7.38176404,82.73563401,9.546682126,3.755347474,137.2533139,0.116,1228.9,182059.2593,2.5678,0.038517,31.5,3888.888889,0.5151,0.0077265,0.000177711,0.000517253,4.985051446
417-04 Re1B,4174,Re,1,B,2,7,3.6,24.7,7.99,0.144,11.86555832,2.0426542,1.649066356,14.63171147,0.486765332,0.048031059,48.31218931,74.79747881,23.03018271,29.24867343,88.1433738,25.043676,14.15716142,156.9778601,0.3,1175.8,39.19333333,4.8073,0.0721095,40.9,5049.382716,0.8498,0.012747,1.932363172,3.013111786,5.656978112
417-04 Re1C,4174,Re,1,C,2,7,3.1,27,7.12,0.134,12.52884949,2.344402626,0.614609962,42.52168523,2.692354173,0.705867161,71.79557025,101.2367287,25.87305373,32.53844469,174.173421,23.72869497,15.1290764,255.8647147,0.332,2521.8,84.06,6.7133,0.1006995,29.9,3691.358025,1.2478,0.018717,1.095878107,2.146165474,5.380108992
417-04 Re1D,4174,Re,1,D,2,5,7.8,29.8,7.05,0.067,7.075177657,0.579679009,1.631158012,47.2545413,2.573392444,0.422639937,46.04681364,34.11848799,0.935716185,1.665076709,145.3591161,7.411014497,NA,162.0262407,0.103,2369.8,78.99333333,3.2143,0.0482145,68.4,8444.444444,0.4947,0.0074205,0.336206269,1.337893213,6.497473216
417-04 Re2A,4174,Re,2,A,3,30,5.8,24.5,7.39,0.084,16.64709264,1.274429909,21.48434236,30.87950764,0.507029868,0.37758234,21.24019019,19.85629535,1.14360075,3.642655849,50.67378405,2.138953054,NA,93.32893504,0.135,4405.8,146.86,1.6943,0.0254145,566.3,69913.58025,0.2424,0.003636,0.142806019,0.475609844,6.989686469
417-04 Re2B,4174,Re,2,B,1,2,2,31.8,7.64,0.039,13.65643126,1.866360337,19.97450383,24.05968327,4.642394005,0.87935768,19.02254961,30.20292019,2.492151302,16.78507462,45.0501941,8.750478334,2.256810779,90.15875913,0.107,5200.8,173.36,1.8843,0.0282645,560.3,69172.83951,0.3874,0.005811,0.186741186,0.420918572,4.863964894
417-04 Re2C,4174,Re,2,C,2,25,5.9,26.1,6.5,0.097,32.79878254,6.005059974,25.49204113,75.48221337,8.859036703,2.344677043,31.96957725,99.00185955,16.06242303,35.07518913,169.11238,22.76882814,11.56759674,98.03621571,0.158,4432.8,147.76,2.0583,0.0308745,396.1,48901.23457,0.3736,0.005604,0.674770789,0.644873522,5.509368308
